"","feature","g1_tag","g0_tag","g1_avg","g0_avg","g1_pct","g0_pct","log2FC","Pval","FDR","Zscore"
"200","PEBP1_TF","Severe","NonSevere",0.512927520637621,0.468689377139984,1,1,0.0442381434976372,8.48327172790837e-18,1.06040896598855e-17,8.59285750440612
"78","DNAJA2_TF","Severe","NonSevere",0.117810971376653,0.0745103645011907,0.998200976612696,1,0.0433006068754621,2.2250738585072e-308,0,37.5378360955761
"113","GOPC_TF","Severe","NonSevere",0.102229764613042,0.0597944281347884,0.99922898997687,1,0.0424353364782538,2.2250738585072e-308,0,37.5378360955761
"207","PRKCQ_TF","Severe","NonSevere",0.370354729184344,0.328325916673943,1,1,0.042028812510401,3.61224626431135e-16,4.47534935401407e-16,8.15090037189831
"110","FYB_TF","Severe","NonSevere",0.611358643642267,0.570186305645294,1,0.999616711383672,0.0411723379969732,7.15838926458952e-05,7.73879920496165e-05,3.97095902102537
"217","RNASE3_TF","Severe","NonSevere",0.080985354472316,0.0400129484029972,0.992803906450784,1,0.0409724060693188,1.38742744934492e-142,3.34896280876361e-142,25.4234783725945
"145","ITGB1BP1_TF","Severe","NonSevere",0.0862430449345388,0.0482304842212853,1,1,0.0380125607132535,2.2250738585072e-308,0,37.5378360955761
"253","TANK_TF","Severe","NonSevere",0.10428846254613,0.066613151844793,0.993317913132871,1,0.0376753107013366,3.05541556424621e-292,1.45002772540498e-291,36.5352737564459
"82","EDA2R_TF","Severe","NonSevere",0.0374790097835182,0,0.995887946543305,0,0.0374790097835182,2.2250738585072e-308,0,37.5378360955761
"222","S100P_TF","Severe","NonSevere",0.124424629114381,0.0874457350505102,0.994345926497044,1,0.0369788940638712,2.87422667046852e-37,4.085195267671e-37,12.7563311356787
"167","LYAR_TF","Severe","NonSevere",0.0879109154050772,0.0613750146138034,0.999742996658957,1,0.0265359007912737,7.12894373298434e-209,2.37631457766145e-208,30.8421918117769
"170","MAPK9_TF","Severe","NonSevere",0.0727383813251676,0.0467716869259144,0.99922898997687,1,0.0259666943992532,2.2250738585072e-308,0,37.5378360955761
"67","CRIP2_TF","Severe","NonSevere",0.0660728474791273,0.0403525655209762,0.99100488306348,1,0.0257202819581511,4.53505946163137e-299,2.26752973081569e-298,36.9628102390109
"23","BIRC2_TF","Severe","NonSevere",0.106804657691319,0.081255846491569,1,1,0.0255488111997502,3.56925349622026e-175,9.89496018754131e-175,28.217478620578
"59","CLPP_TF","Severe","NonSevere",0.0655952667169619,0.0461686422882566,0.993831919814958,1,0.0194266244287054,5.38342327222522e-203,1.77336296026242e-202,30.4006616565811
"260","TNFRSF10A_TF","Severe","NonSevere",0.0612387371717232,0.0450582828521714,0.998714983294783,1,0.0161804543195518,4.33500721824223e-31,5.83558663994146e-31,11.5956619872806
"35","CD27_TF","Severe","NonSevere",0.0596939240030748,0.0435227472049165,0.988948856335132,1,0.0161711767981583,5.1362865430831e-81,9.39974007884489e-81,19.0628851126676
"211","PTEN_TF","Severe","NonSevere",0.532869226570018,0.516803933849994,0.999485993317913,1,0.0160652927200245,0.0364594950818677,0.0376703270218559,2.09176553218684
"236","SLC39A14_TF","Severe","NonSevere",0.0577027912040475,0.0424745630833376,0.999485993317913,1,0.0152282281207099,1.01186543744208e-24,1.32393608637282e-24,10.2651281446623
"247","STX8_TF","Severe","NonSevere",0.0559915722300616,0.0408304645973824,0.998457979953739,1,0.0151611076326792,7.74670136136721e-125,1.72148919141494e-124,23.7646844970932
"43","CD6_TF","Severe","NonSevere",0.515586035250037,0.500953265222506,1,1,0.0146327700275316,0.0150980045130283,0.0157153950321484,2.43001964382222
"38","CD4_TF","Severe","NonSevere",0.363059427801758,0.349519906438266,0.997172963248522,1,0.0135395213634925,0.000450781213758772,0.00048175091546739,3.5084173865532
"37","CD2AP_TF","Severe","NonSevere",0.0753366405605378,0.063035456896226,0.999485993317913,1,0.0123011836643118,4.24536626861445e-66,7.29265371295733e-66,17.1727870802407
"239","SNAP29_TF","Severe","NonSevere",0.0684062540455706,0.0593209652236099,0.994345926497044,0.999616711383672,0.00908528882196067,1.72582671930359e-40,2.53000775604714e-40,13.3219320736498
"201","PHOSPHO1_TF","Severe","NonSevere",0.0527744305785756,0.0437948257528191,0.999742996658957,1,0.00897960482575646,2.66487831807987e-15,3.25836650245574e-15,7.90567396024777
"232","SIT1_TF","Severe","NonSevere",0.0555915360233016,0.0471255899335463,0.999485993317913,0.999616711383672,0.0084659460897553,7.53365263772478e-47,1.13409824653921e-46,14.3740128932244
"121","HSPB1_TF","Severe","NonSevere",0.0493552348080167,0.0411035075104985,0.995116936520175,1,0.00825172729751819,6.7483269957147e-58,1.08593767747133e-57,16.0396965595925
"91","ERP44_TF","Severe","NonSevere",0.115441469704623,0.107989603187145,0.996658956566435,1,0.00745186651747816,8.77891817903771e-07,9.91168181504257e-07,4.91720371593562
"99","FCRL6_TF","Severe","NonSevere",0.349822904019591,0.343131864500866,0.998200976612696,1,0.00669103951872563,0.114556282701285,0.117925585133676,1.57804060088178
"213","PTPN6_TF","Severe","NonSevere",0.541508397407331,0.535608508011728,1,1,0.00589988939560382,0.589403326242079,0.597945403433993,0.539700889812728
"194","NPM1_TF","Severe","NonSevere",0.561781339426843,0.55741809025234,1,1,0.00436324917450281,0.373714980666962,0.381898520389596,0.889536193378287
"263","TNFRSF11A_TF","Severe","NonSevere",0.043498050822646,0.0392039302428993,0.999485993317913,1,0.0042941205797467,1.21464750154069e-07,1.38816857318936e-07,5.29127772595273
"250","SUMF2_TF","Severe","NonSevere",0.0477126238742187,0.0441092683331089,0.998457979953739,1,0.00360335554110978,1.13118450842839e-06,1.27201470827289e-06,4.86732582279005
"271","TXNDC5_TF","Severe","NonSevere",0.0477257800311,0.045589285566564,0.998200976612696,1,0.002136494464536,0.000794248765654453,0.000845588039480026,3.35479131470058
"106","FST_TF","Severe","NonSevere",0.0387865042245549,0.0370240664904884,0.997172963248522,0.999616711383672,0.00176243773406654,6.01185350838165e-05,6.524492179639e-05,4.01234506728032
"238","SNAP23_TF","Severe","NonSevere",0.0692219029150409,0.0680517553480147,0.993574916473914,1,0.00117014756702624,0.479788832902113,0.488512266227606,0.706642239014262
"230","SHMT1_TF","Severe","NonSevere",0.0464177353378678,0.0453374599735018,0.995887946543305,1,0.00108027536436599,0.0349705233491599,0.0362657279176473,2.10869955420057
"168","LYN_TF","Severe","NonSevere",0.578419835247332,0.577822430256313,0.996401953225392,1,0.000597404991018902,0.965323724317468,0.968783665981689,0.0434739568481407
"55","CLEC11A_TF","Severe","NonSevere",0.0389824744489355,0.0385401444036476,0.993831919814958,1,0.000442330045287903,0.681731343972727,0.68911471592911,0.410101702368339
"234","SLAMF6_TF","Severe","NonSevere",0.50610516790885,0.506416702365116,0.999742996658957,1,-0.000311534456266749,0.972786011532768,0.972786011532768,-0.0341142922736926
"235","SLAMF8_TF","Severe","NonSevere",0.0326447887086289,0.0332302897995234,0.997943973271653,0.998850134151016,-0.000585501090894468,0.13105816396532,0.134418629708021,-1.50994223701278
"273","ULBP2_TF","Severe","NonSevere",0.0364316041893669,0.0382217771446254,0.997943973271653,1,-0.00179017295525849,2.70048632324116e-05,2.94216408757792e-05,-4.19735652375155
"81","DUSP3_TF","Severe","NonSevere",1.07277306604986,1.07459975823333,0.978154716011308,0.995783825220391,-0.00182669218347575,0.957373870588258,0.964261452391052,-0.0534493690472957
"277","VMO1_TF","Severe","NonSevere",0.0365478352913503,0.0383974059474083,0.998714983294783,1,-0.00184957065605802,1.62027112704206e-05,1.77217154520225e-05,-4.3116686593714
"31","CD160_TF","Severe","NonSevere",0.0458043115577452,0.0478025841888694,0.994859933179131,1,-0.00199827263112427,0.00105007432679633,0.00111371519508701,-3.27675502925557
"54","CHMP1A_TF","Severe","NonSevere",0.0367071169673799,0.0387965896419356,0.998200976612696,0.999616711383672,-0.00208947267455572,1.36686933830292e-05,1.5067850973418e-05,-4.34911674888035
"261","TNFRSF10B_TF","Severe","NonSevere",0.0353108863412257,0.0375039765122108,0.997686969930609,0.999233422767344,-0.00219309017098509,6.31573421569004e-07,7.15953676272555e-07,-4.98130366281302
"203","PMVK_TF","Severe","NonSevere",0.0432186842495342,0.045639354895775,0.994859933179131,1,-0.00242067064624073,1.50820938755794e-06,1.68919451406489e-06,-4.81014487665583
"75","DDR1_TF","Severe","NonSevere",0.0343732378968688,0.0369022832316688,0.999485993317913,1,-0.00252904533479997,3.61680323948441e-10,4.27301648546681e-10,-6.26972757689255
"219","RRM2B_TF","Severe","NonSevere",0.0345504050635551,0.0371063651079357,0.996658956566435,1,-0.00255596004438059,5.65064302124334e-10,6.64781531910981e-10,-6.19987943558434
