"","feature","g1_tag","g0_tag","g1_avg","g0_avg","g1_pct","g0_pct","log2FC","Pval","FDR","Zscore"
"4926","FOXRED1","Severe","NonSevere",0.0303263942431252,0.01609812188578,0.0287843741968646,0.0153315446531238,0.0142282723573452,0.000258194645791561,0.00302637680850556,3.65399167176222
"10472","PPP1R10","Severe","NonSevere",0.0732459521973786,0.0590264469145266,0.0650218452839887,0.0540436949022614,0.0142195052828519,0.0402664387686346,0.169656207363097,2.0510052162484
"11484","RMI1","Severe","NonSevere",0.0287843741968646,0.0145649674204676,0.027242354150604,0.0141816788041395,0.0142194067763969,0.000160137302157063,0.00200817338213813,3.77479811090892
"13941","TK1","Severe","NonSevere",0.0287843741968646,0.0145649674204676,0.0269853508095605,0.0130318129551552,0.0142194067763969,0.000234293273924206,0.00278034869070582,3.67884426505182
"4040","EHMT2","Severe","NonSevere",0.071703932151118,0.0574932924492143,0.0678488820354665,0.052510540436949,0.0142106397019037,0.0335990009626913,0.149192062808624,2.12485156016746
"6257","IGF1R","Severe","NonSevere",0.0709329221279877,0.0567267152165581,0.0585967617579029,0.04829436565734,0.0142062069114296,0.0544516009043114,0.207845588779824,1.92322657705619
"3454","DDX31","Severe","NonSevere",0.0264713441274737,0.012265235722499,0.0249293240812131,0.012265235722499,0.0142061084049746,4.79751973101957e-05,0.000708670930967895,4.06527821604485
"7936","MGAT4A","Severe","NonSevere",0.180930352094577,0.166730548102721,0.148033924441018,0.13683403602913,0.0141998039918559,0.23642592789501,0.501455253912672,1.18396750076579
"12139","SERPINB6","Severe","NonSevere",0.136468774094063,0.122269068608662,0.120020560267283,0.109620544269835,0.0141997054854009,0.1408491245614,0.385337537212416,1.47263632484842
"5253","GINS2","Severe","NonSevere",0.0233873040349525,0.00919892679187428,0.0228732973528656,0.00728248371023381,0.0141883772430782,2.666207757778e-05,0.000422687663474298,4.20024969759134
"6932","KLHL24","Severe","NonSevere",0.0835260858391159,0.0693752395553852,0.0742739655615523,0.0632426216941357,0.0141508462837307,0.059123731426079,0.22078834615997,1.88727214174227
"11819","RUNDC3A","Severe","NonSevere",0.0149061937805191,0.00076657723265619,0.0107941403238242,0.00076657723265619,0.014139616547863,1.1931821205634e-07,3.22298145511252e-06,5.29453718044409
"5701","GTPBP8","Severe","NonSevere",0.0359804677460807,0.0218474511307014,0.0341814443587767,0.0206975852817171,0.0141330166153793,0.00120943031605821,0.0110364765322591,3.23664673036171
"8639","NDRG1","Severe","NonSevere",0.146748907735801,0.132617861249521,0.127473657157543,0.118819471061709,0.0141310464862797,0.160087639150063,0.400441099223747,1.40477686994583
"13723","TCP11L2","Severe","NonSevere",0.0555127216653816,0.0413951705634343,0.0506296581855564,0.036412418551169,0.0141175511019474,0.0213204070428098,0.107958667477534,2.30226190017452
"14720","TTI1","Severe","NonSevere",0.0321254176304292,0.0180145649674205,0.0300693909020817,0.0180145649674205,0.0141108526630087,0.00041602356730703,0.00455409749943515,3.52970480540538
