id,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
AC008878.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC008894.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC008906.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC008906.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC008914.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC008915.2,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
AC008937.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC008957.1,1.388385143,-1.388385143,0.165124087,0.165124087,0.486807059,-0.486807059,0.00808492,0.005468617,0.002616304,-0.002616304
AC008966.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009005.1,-1.919247246,1.919247246,0.055090347,0.055090347,-0.798690747,0.798690747,0.006333188,0.010937234,-0.004604046,0.004604046
AC009041.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC009041.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009053.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009061.2,-0.996471622,0.996471622,0.319127722,0.319127722,-0.235069687,0.235069687,0.00808492,0.010481516,-0.002396595,0.002396595
AC009065.4,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC009088.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009088.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009093.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC009093.5,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009093.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009113.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009118.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009118.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009119.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009121.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009123.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009126.1,-0.247250978,0.247250978,0.804734898,0.804734898,-0.429328116,0.429328116,0.009432407,0.010025797,-0.00059339,0.00059339
AC009133.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009133.3,2.000583572,-2.000583572,0.045489759,0.045489759,0.845126619,-0.845126619,0.000538995,0,0.000538995,-0.000538995
AC009133.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009185.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009226.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009275.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009283.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009299.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009303.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009309.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009318.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009318.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009403.1,-0.886460051,0.886460051,0.375462636,0.375462636,-0.158709777,0.158709777,0.00916291,0.011392952,-0.002230042,0.002230042
AC009404.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009495.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009501.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009506.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009509.1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
AC009554.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009570.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009630.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009630.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009690.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC009779.2,2.595736564,-2.595736564,0.009480233,0.009480233,1.173153661,-1.173153661,0.011857883,0.006380053,0.00547783,-0.00547783
AC009779.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009812.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009812.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009812.4,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC009831.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009948.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009948.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009948.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009950.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC009961.1,-1.155809823,1.155809823,0.247881683,0.247881683,-0.340585445,0.340585445,0.009701905,0.012760106,-0.003058201,0.003058201
AC009962.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010173.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010226.1,0.163623776,-0.163623776,0.870040398,0.870040398,0.563291057,-0.563291057,0.009028161,0.008658643,0.000369518,-0.000369518
AC010240.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010245.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010247.2,-0.377003405,0.377003405,0.706209548,0.706209548,-0.271172469,0.271172469,0.000269497,0.000455718,-0.000186221,0.000186221
AC010280.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010331.1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC010401.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010422.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010487.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010491.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010501.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010531.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010547.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010616.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010618.3,-0.626369815,0.626369815,0.531133812,0.531133812,-0.03906014,0.03906014,0.007276428,0.008658643,-0.001382215,0.001382215
AC010624.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010642.2,-0.21236777,0.21236777,0.831837654,0.831837654,-0.480726257,0.480726257,0.04110098,0.042158376,-0.001057396,0.001057396
AC010654.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC010680.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010680.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010680.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010761.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010809.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010834.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010864.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010883.1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC010894.2,1.732387684,-1.732387684,0.083264511,0.083264511,0.691721584,-0.691721584,0.000404246,0,0.000404246,-0.000404246
AC010894.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC010969.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011043.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011374.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011416.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011444.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011445.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011446.2,1.422526121,-1.422526121,0.154985507,0.154985507,0.507641428,-0.507641428,0.041612215,0.034978589,0.006633626,-0.006633626
AC011447.3,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC011450.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011468.5,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011476.3,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC011481.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011498.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011511.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011603.2,-0.700158222,0.700158222,0.483897527,0.483897527,-0.02018694,0.02018694,0.014283359,0.01640585,-0.002122491,0.002122491
AC011611.3,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC011611.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011632.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011773.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011815.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011825.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011899.2,2.654368088,-2.654368088,0.00798322,0.00798322,1.204840884,-1.204840884,0.011992632,0.006380053,0.005612579,-0.005612579
AC011899.3,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC011921.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011939.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011978.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC011997.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012170.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012173.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012236.1,2.063588231,-2.063588231,0.039106835,0.039106835,0.880573075,-0.880573075,0.000851871,0,0.000851871,-0.000851871
AC012306.2,-0.154985584,0.154985584,0.876845459,0.876845459,-0.57968048,0.57968048,0.008758664,0.009114361,-0.000355698,0.000355698
AC012313.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012358.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012360.3,-1.433328671,1.433328671,0.151904116,0.151904116,-0.51415053,0.51415053,0.012127381,0.01640585,-0.00427847,0.00427847
AC012368.1,2.43452323,-2.43452323,0.014967417,0.014967417,1.085475784,-1.085475784,0.01630459,0.010025797,0.006278792,-0.006278792
AC012467.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012485.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012510.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012557.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012615.1,0.669142945,-0.669142945,0.503462562,0.503462562,0.004339733,-0.004339733,0.029850783,0.027153944,0.002696839,-0.002696839
AC012615.5,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012640.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012640.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012645.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC012645.3,1.681732381,-1.681732381,0.092728527,0.092728527,0.662069246,-0.662069246,0.014822354,0.010481516,0.004340839,-0.004340839
AC013264.1,1.28413473,-1.28413473,0.199201427,0.199201427,0.422238551,-0.422238551,0.012554524,0.009380939,0.003173585,-0.003173585
AC013394.1,-0.314700987,0.314700987,0.753015316,0.753015316,-0.342004591,0.342004591,0.032161773,0.033533997,-0.001372224,0.001372224
AC013400.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015688.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015726.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015802.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015802.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015813.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015813.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015819.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015819.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015849.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015912.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015912.3,2.336971978,-2.336971978,0.019512395,0.019512395,1.031962697,-1.031962697,0.043976496,0.033113285,0.010863211,-0.010863211
AC015917.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015921.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015971.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC015982.1,0.717183054,-0.717183054,0.473324966,0.473324966,0.033457149,-0.033457149,0.019617381,0.017317287,0.002300094,-0.002300094
AC016027.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016065.1,0.075810645,-0.075810645,0.939575803,0.939575803,0.775611205,-0.775611205,0.011588386,0.011392952,0.000195434,-0.000195434
AC016355.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC016394.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016394.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016405.3,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC016588.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016590.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016596.1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC016683.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016722.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016727.1,-0.186778904,0.186778904,0.851849482,0.851849482,-0.522199272,0.522199272,0.010914643,0.011392952,-0.000478309,0.000478309
AC016745.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016745.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016773.1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC016831.1,0.724593987,-0.724593987,0.468763653,0.468763653,0.039189042,-0.039189042,0.007815423,0.006380053,0.00143537,-0.00143537
AC016831.5,1.740166635,-1.740166635,0.081938606,0.081938606,0.696074617,-0.696074617,0.023547989,0.017773005,0.005774985,-0.005774985
AC016831.7,0.127400417,-0.127400417,0.898633638,0.898633638,0.636902231,-0.636902231,0.105458619,0.104454694,0.001003925,-0.001003925
AC016876.1,0.033227566,-0.033227566,0.973495774,0.973495774,0.96742603,-0.96742603,0.010106151,0.010025797,8.04E-05,-8.04E-05
AC016957.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC016999.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC017002.3,-0.955469189,0.955469189,0.339469245,0.339469245,-0.206956045,0.206956045,0.000269497,0.000911436,-0.000641939,0.000641939
AC017083.1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
AC017083.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC017083.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018413.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018529.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018638.7,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018645.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018647.2,-1.414678994,1.414678994,0.157367449,0.157367449,-0.502668194,0.502668194,0,0.000911436,-0.000911436,0.000911436
AC018653.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018682.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018754.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC018797.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC018816.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC018845.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC019069.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC019129.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC019163.1,0.773440152,-0.773440152,0.439329541,0.439329541,0.076334643,-0.076334643,0.009432407,0.007747207,0.0016852,-0.0016852
AC019171.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC019197.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC019205.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC019254.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020558.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020571.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020636.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020656.1,1.013874871,-1.013874871,0.310741692,0.310741692,0.246874551,-0.246874551,0.087923696,0.080157696,0.007766,-0.007766
AC020656.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020659.1,1.990366439,-1.990366439,0.046634024,0.046634024,0.839202537,-0.839202537,0.00808492,0.004557181,0.00352774,-0.00352774
AC020765.2,-1.398996011,1.398996011,0.161953852,0.161953852,-0.493229725,0.493229725,0.010645145,0.014582978,-0.003937833,0.003937833
AC020900.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020909.2,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC020910.4,-0.100534139,0.100534139,0.919928773,0.919928773,-0.702296307,0.702296307,0.000404246,0.000455718,-5.15E-05,5.15E-05
AC020911.2,3.557617605,-3.557617605,0.000379219,0.000379219,1.683766772,-1.683766772,0.017517328,0.008658643,0.008858684,-0.008858684
AC020914.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020915.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020915.3,0.946599165,-0.946599165,0.343929127,0.343929127,0.200881636,-0.200881636,0.018213968,0.015305274,0.002908694,-0.002908694
AC020916.1,1.660739607,-1.660739607,0.096873301,0.096873301,0.649787604,-0.649787604,0.014227434,0.010025797,0.004201636,-0.004201636
AC020928.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020928.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC020978.5,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021028.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021054.1,1.06204778,-1.06204778,0.288307299,0.288307299,0.27916827,-0.27916827,0.012666375,0.010025797,0.002640578,-0.002640578
AC021087.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021092.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021097.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021188.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021224.1,-1.414678994,1.414678994,0.157367449,0.157367449,-0.502668194,0.502668194,0,0.000911436,-0.000911436,0.000911436
AC021242.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021594.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021678.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021739.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC021752.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022021.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022075.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022087.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022098.1,0.577805413,-0.577805413,0.563445668,0.563445668,0.079855545,-0.079855545,0.022335251,0.020318173,0.002017078,-0.002017078
AC022098.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022167.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022182.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022182.2,0.13029115,-0.13029115,0.896346473,0.896346473,0.63050249,-0.63050249,0.008489166,0.008202925,0.000286241,-0.000286241
AC022201.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022211.2,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC022239.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022306.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022364.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022382.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022395.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022400.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022400.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022400.7,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022706.1,-0.338580096,0.338580096,0.734955316,0.734955316,-0.3139348,0.3139348,0.020044524,0.021229609,-0.001185085,0.001185085
AC022726.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022730.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC022916.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC022966.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023024.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023043.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023157.3,0.657657441,-0.657657441,0.510813498,0.510813498,0.01355437,-0.01355437,0.009185807,0.007747207,0.0014386,-0.0014386
AC023355.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023509.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023509.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023509.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023590.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC023908.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024060.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024257.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024267.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024575.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024581.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024592.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC024909.2,-0.290634672,0.290634672,0.771355539,0.771355539,-0.37165921,0.37165921,0.013744365,0.014582978,-0.000838613,0.000838613
AC024940.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025048.4,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC025159.1,1.224175147,-1.224175147,0.220995508,0.220995508,0.384417712,-0.384417712,0.053724195,0.047282977,0.006441219,-0.006441219
AC025164.1,1.59087207,-1.59087207,0.111760527,0.111760527,0.608609301,-0.608609301,0.074954136,0.064540644,0.010413492,-0.010413492
AC025165.2,-0.834187601,0.834187601,0.404260943,0.404260943,-0.121166668,0.121166668,0.017507196,0.020395611,-0.002888415,0.002888415
AC025171.2,-0.233900515,0.233900515,0.815081853,0.815081853,-0.448390025,0.448390025,0.012127381,0.012760106,-0.000632725,0.000632725
AC025171.3,1.734764934,-1.734764934,0.082887686,0.082887686,0.692953387,-0.692953387,0.016619881,0.01184867,0.004771212,-0.004771212
AC025171.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025171.5,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025181.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025257.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025259.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025283.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025423.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025423.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025442.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025569.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025580.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC025682.1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
AC026191.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026202.2,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
AC026202.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026250.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026304.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026369.3,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC026401.3,1.732387684,-1.732387684,0.083264511,0.083264511,0.691721584,-0.691721584,0.000404246,0,0.000404246,-0.000404246
AC026471.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026471.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026471.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026471.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026771.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026785.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026801.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC026979.2,0.168090935,-0.168090935,0.866525357,0.866525357,0.555057718,-0.555057718,0.058094713,0.057119634,0.000975079,-0.000975079
AC027020.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027031.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027097.1,1.778277948,-1.778277948,0.075465193,0.075465193,0.71812646,-0.71812646,0.025266694,0.019140159,0.006126535,-0.006126535
AC027097.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027290.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC027307.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC027307.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027449.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027575.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027601.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027644.3,0.008117086,-0.008117086,0.993524218,0.993524218,1.242549193,-1.242549193,0.02828709,0.02825452,3.26E-05,-3.26E-05
AC027682.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027682.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027682.3,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC027682.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027682.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC027702.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC034102.4,NA,NA,NA,NA,NA,NA,0,0,0,0
AC034102.6,NA,NA,NA,NA,NA,NA,0,0,0,0
AC034231.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC034236.2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
AC036103.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC036108.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC036176.1,NA,NA,NA,NA,NA,NA,0,0,0,0
AC037198.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC037459.2,NA,NA,NA,NA,NA,NA,0,0,0,0
AC037459.3,NA,NA,NA,NA,NA,NA,0,0,0,0
AC040162.1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
