id,degree_.NonSevere,degree_.Severe,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
ADAM19.TF,14,50,-24.00541748,24.00541748,1.04E-117,1.04E-117,-11.51758614,11.51758614,-0.235196352,-0.172212287,-0.062984065,0.062984065
ADAM22.TF,32,64,-42.19739675,42.19739675,1.85E-289,1.85E-289,-18.17028638,18.17028638,-0.244399912,-0.147846875,-0.096553038,0.096553038
ADAM23.TF,34,72,-22.67913054,22.67913054,1.61E-104,1.61E-104,-10.83967138,10.83967138,-0.236299986,-0.190720847,-0.045579139,0.045579139
ADAM28.TF,11,54,39.82209183,-39.82209183,0.00E+00,0.00E+00,18.78163101,-18.78163101,0.486759864,0.11628741,0.370472454,-0.370472454
ADAM8.TF,5,22,100.6344334,-100.6344334,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.163342007,-0.133474828,1.296816835,-1.296816835
ADAM9.TF,10,66,-22.10691568,22.10691568,3.33E-103,3.33E-103,-10.7696859,10.7696859,-0.239333224,-0.185327731,-0.054005492,0.054005492
ADAMDEC1.TF,20,NA,NA,NA,NA,NA,NA,NA,-0.248516182,NA,NA,NA
ADAMTS1.TF,34,58,-30.78909659,30.78909659,3.89E-176,3.89E-176,-14.13569504,14.13569504,-0.238331585,-0.169963562,-0.068368024,0.068368024
ADAMTS10.TF,28,55,-24.96566527,24.96566527,8.11E-124,8.11E-124,-11.81828856,11.81828856,-0.245014634,-0.192296521,-0.052718114,0.052718114
ADAMTS13.TF,44,56,-12.05695781,12.05695781,1.20E-32,1.20E-32,-5.920441636,5.920441636,-0.235459207,-0.212882627,-0.02257658,0.02257658
ADAMTS2.TF,17,60,-3.482448674,3.482448674,0.000501675,0.000501675,-1.644792872,1.644792872,-0.196995565,-0.18810739,-0.008888175,0.008888175
ADAMTS4.TF,35,54,-44.31889298,44.31889298,1.27E-301,1.27E-301,-18.55131942,18.55131942,-0.264333708,-0.171058943,-0.093274764,0.093274764
ADAMTS6.TF,30,60,-36.44810963,36.44810963,3.11E-230,3.11E-230,-16.18739423,16.18739423,-0.240536461,-0.150407883,-0.090128578,0.090128578
ADAMTSL4.TF,3,41,150.4979491,-150.4979491,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.829257756,-0.154045201,1.983302957,-1.983302957
ADAMTSL5.TF,24,49,-24.32904834,24.32904834,5.54E-118,5.54E-118,-11.53115195,11.53115195,-0.241114442,-0.184918907,-0.056195535,0.056195535
ADAP1.TF,3,49,218.2092592,-218.2092592,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.615487292,-0.206092228,1.821579521,-1.821579521
ADAP2.TF,6,37,45.62038479,-45.62038479,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.497646247,-0.095592806,0.593239053,-0.593239053
ADAR.TF,19,14,-13.6014678,13.6014678,1.74E-40,1.74E-40,-6.634730883,6.634730883,1.092642309,1.301544013,-0.208901704,0.208901704
ADARB1.TF,41,55,-32.14348789,32.14348789,1.61E-186,1.61E-186,-14.55185033,14.55185033,-0.244859121,-0.172756665,-0.072102456,0.072102456
ADARB2.TF,33,52,-31.38453613,31.38453613,1.20E-178,1.20E-178,-14.23748479,14.23748479,-0.256760374,-0.190397536,-0.066362838,0.066362838
ADAT1.TF,31,64,-29.55281424,29.55281424,3.25E-165,3.25E-165,-13.68424632,13.68424632,-0.239159083,-0.173286545,-0.065872538,0.065872538
ADAT2.TF,35,57,-26.01254956,26.01254956,6.59E-132,6.59E-132,-12.20532356,12.20532356,-0.243256465,-0.188940113,-0.054316352,0.054316352
ADAT3.TF,30,60,-22.98576706,22.98576706,5.10E-107,5.10E-107,-10.97125692,10.97125692,-0.221361529,-0.167234865,-0.054126664,0.054126664
ADCK1.TF,31,71,-36.50577935,36.50577935,1.82E-236,1.82E-236,-16.40734922,16.40734922,-0.244523606,-0.170900286,-0.07362332,0.07362332
ADCK2.TF,18,30,-26.32375574,26.32375574,1.87E-132,1.87E-132,-12.23100928,12.23100928,-0.251857749,-0.175994839,-0.07586291,0.07586291
ADCK5.TF,30,64,-45.09691309,45.09691309,1.54643472039199e-315,1.54643472039199e-315,-18.97791213,18.97791213,-0.254378513,-0.153364458,-0.101014056,0.101014056
ADCY3.TF,35,41,-28.42120077,28.42120077,1.51E-150,1.51E-150,-13.05360107,13.05360107,-0.248867715,-0.180736681,-0.068131034,0.068131034
ADCY4.TF,21,59,-38.4387504,38.4387504,4.30E-255,4.30E-255,-17.04774158,17.04774158,-0.253733773,-0.169123896,-0.084609877,0.084609877
ADCY7.TF,3,25,76.73667109,-76.73667109,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.001958725,-0.124950756,1.126909481,-1.126909481
ADCY9.TF,26,54,-24.67141427,24.67141427,5.07E-121,5.07E-121,-11.68156514,11.68156514,-0.249292862,-0.198521876,-0.050770985,0.050770985
ADD1.TF,3,6,41.85154806,-41.85154806,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.019317812,0.191558247,0.827759565,-0.827759565
ADD2.TF,36,46,-35.42070369,35.42070369,3.47E-213,3.47E-213,-15.56996341,15.56996341,-0.246000485,-0.150751804,-0.09524868,0.09524868
ADD3.TF,6,5,10.20484202,-10.20484202,5.69E-24,5.69E-24,5.014474851,-5.014474851,1.653249485,1.398104473,0.255145011,-0.255145011
ADGRA2.TF,26,60,-32.44088757,32.44088757,1.81E-193,1.81E-193,-14.82389509,14.82389509,-0.254226335,-0.186323519,-0.067902817,0.067902817
ADGRA3.TF,42,49,-37.81757536,37.81757536,3.40E-236,3.40E-236,-16.39779613,16.39779613,-0.258182959,-0.172346018,-0.085836941,0.085836941
ADGRB1.TF,30,63,-22.16785952,22.16785952,5.86E-101,5.86E-101,-10.64925513,10.64925513,-0.235290333,-0.190987051,-0.044303282,0.044303282
ADGRB2.TF,29,NA,NA,NA,NA,NA,NA,NA,-0.240729424,NA,NA,NA
ADGRD1.TF,25,50,-37.23837208,37.23837208,7.39E-235,7.39E-235,-16.35084682,16.35084682,-0.260031457,-0.176105022,-0.083926435,0.083926435
ADGRE1.TF,5,43,35.50590478,-35.50590478,3.29E-252,3.29E-252,16.95018918,-16.95018918,0.050716203,-0.167971908,0.218688111,-0.218688111
ADGRE2.TF,3,45,41.95632163,-41.95632163,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.595840417,-0.086965783,0.6828062,-0.6828062
ADGRE3.TF,32,45,-31.21313832,31.21313832,3.30E-176,3.30E-176,-14.13860176,14.13860176,-0.249376646,-0.172903266,-0.07647338,0.07647338
ADGRE5.TF,6,14,22.04112863,-22.04112863,4.70E-102,4.70E-102,10.70819702,-10.70819702,1.930133993,1.533347884,0.396786109,-0.396786109
ADGRF3.TF,40,NA,NA,NA,NA,NA,NA,NA,-0.253894246,NA,NA,NA
ADGRG1.TF,33,54,34.58724383,-34.58724383,3.28E-241,3.28E-241,16.57279354,-16.57279354,0.363994068,0.007559956,0.356434112,-0.356434112
ADGRG3.TF,25,42,-26.83363455,26.83363455,8.93E-139,8.93E-139,-12.52454717,12.52454717,-0.24660693,-0.182861074,-0.063745857,0.063745857
ADGRG5.TF,19,60,-30.57796355,30.57796355,7.02E-180,7.02E-180,-14.28712603,14.28712603,-0.252873247,-0.18934172,-0.063531528,0.063531528
ADGRL1.TF,36,62,-16.25760989,16.25760989,6.90E-57,6.90E-57,-7.925591031,7.925591031,-0.234523168,-0.20284177,-0.031681399,0.031681399
ADGRV1.TF,45,NA,NA,NA,NA,NA,NA,NA,-0.246001417,NA,NA,NA
ADH5.TF,4,5,37.89651046,-37.89651046,1.19E-267,1.19E-267,17.46633326,-17.46633326,1.097489635,0.324907993,0.772581642,-0.772581642
ADHFE1.TF,30,47,-27.61183142,27.61183142,3.10E-145,3.10E-145,-12.81757741,12.81757741,-0.241321402,-0.175575982,-0.06574542,0.06574542
ADI1.TF,4,6,-8.506796398,8.506796398,2.51E-17,2.51E-17,-4.193220279,4.193220279,1.062450392,1.230186771,-0.167736379,0.167736379
ADIPOR1.TF,5,16,65.56154503,-65.56154503,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.403280542,0.369641875,1.033638667,-1.033638667
ADIPOR2.TF,NA,46,NA,NA,NA,NA,NA,NA,NA,-0.195177841,NA,NA
ADIRF.TF,25,NA,NA,NA,NA,NA,NA,NA,-0.250805154,NA,NA,NA
ADK.TF,4,34,70.3098131,-70.3098131,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.983778249,-0.018054454,1.001832703,-1.001832703
ADM.TF,4,28,97.2612642,-97.2612642,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.549883558,0.113267494,1.436616064,-1.436616064
ADM5.TF,35,49,-23.9328311,23.9328311,8.44E-114,8.44E-114,-11.3208021,11.3208021,-0.221009986,-0.161021945,-0.059988042,0.059988042
ADNP-AS1.TF,31,60,-31.49058509,31.49058509,1.09E-182,1.09E-182,-14.39975108,14.39975108,-0.249184413,-0.181884149,-0.067300265,0.067300265
ADNP.TF,20,46,-27.7667302,27.7667302,1.81E-148,1.81E-148,-12.96176427,12.96176427,-0.242874892,-0.171627851,-0.07124704,0.07124704
ADNP2.TF,23,49,-34.35113243,34.35113243,1.81E-211,1.81E-211,-15.50637742,15.50637742,-0.242275819,-0.156036262,-0.086239557,0.086239557
ADO.TF,17,65,-33.64137532,33.64137532,3.39E-211,3.39E-211,-15.49631576,15.49631576,-0.245778197,-0.166900041,-0.078878156,0.078878156
ADORA2A.TF,23,50,-36.55228962,36.55228962,7.24E-230,7.24E-230,-16.17434768,16.17434768,-0.247699508,-0.153714812,-0.093984696,0.093984696
ADORA2B.TF,34,55,-38.86675888,38.86675888,3.29E-250,3.29E-250,-16.88219889,16.88219889,-0.247087391,-0.153099738,-0.093987653,0.093987653
ADORA3.TF,37,51,-32.83686099,32.83686099,4.18E-192,4.18E-192,-14.7709197,14.7709197,-0.250361151,-0.178864839,-0.071496312,0.071496312
ADPGK-AS1.TF,26,52,-21.58946338,21.58946338,1.63E-95,1.63E-95,-10.35145679,10.35145679,-0.237043951,-0.189015041,-0.04802891,0.04802891
ADPGK.TF,NA,8,NA,NA,NA,NA,NA,NA,NA,0.168611415,NA,NA
ADPRH.TF,22,55,-11.09976296,11.09976296,3.68E-28,3.68E-28,-5.470343138,5.470343138,-0.232922459,-0.208887711,-0.024034748,0.024034748
ADPRHL1.TF,27,NA,NA,NA,NA,NA,NA,NA,-0.254046312,NA,NA,NA
ADPRHL2.TF,NA,53,NA,NA,NA,NA,NA,NA,NA,-0.201269081,NA,NA
ADPRM.TF,31,60,-31.20372747,31.20372747,5.58E-180,5.58E-180,-14.2911449,14.2911449,-0.244003674,-0.177003349,-0.067000325,0.067000325
ADRB1.TF,39,65,-44.23475395,44.23475395,3.51E-303,3.51E-303,-18.59960767,18.59960767,-0.25538998,-0.159925929,-0.095464052,0.095464052
ADRB2.TF,9,70,27.65096917,-27.65096917,3.68E-159,3.68E-159,13.42750976,-13.42750976,-0.022266693,-0.156425937,0.134159245,-0.134159245
ADRM1.TF,8,22,52.87444448,-52.87444448,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.448743632,0.682073922,0.76666971,-0.76666971
ADSL.TF,NA,19,NA,NA,NA,NA,NA,NA,NA,-0.111370815,NA,NA
ADSS.TF,7,8,75.19413836,-75.19413836,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.322297597,0.231525819,1.090771778,-1.090771778
ADSSL1.TF,24,54,-28.48789236,28.48789236,1.73E-155,1.73E-155,-13.2693884,13.2693884,-0.248442559,-0.186542888,-0.061899671,0.061899671
ADTRP.TF,38,56,-36.45657169,36.45657169,8.34E-227,8.34E-227,-16.06511916,16.06511916,-0.247085111,-0.16339324,-0.083691871,0.083691871
AEBP1.TF,35,61,-26.43313311,26.43313311,9.32E-137,9.32E-137,-12.43156335,12.43156335,-0.237276725,-0.181566183,-0.055710542,0.055710542
AEBP2.TF,14,60,-28.02596375,28.02596375,4.97E-155,4.97E-155,-13.24951706,13.24951706,-0.254244262,-0.194003555,-0.060240707,0.060240707
AEN.TF,18,71,-35.97099156,35.97099156,3.79E-236,3.79E-236,-16.39614229,16.39614229,-0.254806244,-0.181037804,-0.07376844,0.07376844
AES.TF,10,54,-22.80794243,22.80794243,1.80E-109,1.80E-109,-11.09889236,11.09889236,1.614466446,1.915815688,-0.301349242,0.301349242
AFAP1.TF,37,61,-31.95627807,31.95627807,2.09E-186,2.09E-186,-14.54739128,14.54739128,-0.240281034,-0.171028696,-0.069252338,0.069252338
AFAP1L2.TF,32,54,-19.14351488,19.14351488,9.56E-77,9.56E-77,-9.25206524,9.25206524,-0.234102304,-0.193415857,-0.040686447,0.040686447
AFDN.TF,26,65,-34.64224584,34.64224584,1.81E-216,1.81E-216,-15.69076988,15.69076988,-0.248207083,-0.173756815,-0.074450268,0.074450268
AFF1.TF,NA,52,NA,NA,NA,NA,NA,NA,NA,-0.177698098,NA,NA
AFF3.TF,14,59,103.8171957,-103.8171957,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.948510229,0.034537767,0.913972463,-0.913972463
AFF4.TF,7,13,101.4790463,-101.4790463,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.202983918,-0.051815175,1.254799093,-1.254799093
AFG1L.TF,30,47,-28.24104267,28.24104267,9.22E-150,9.22E-150,-13.01895015,13.01895015,-0.247842288,-0.182961248,-0.06488104,0.06488104
AFG3L2.TF,3,23,92.72609121,-92.72609121,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.259421782,-0.178294392,1.437716174,-1.437716174
AFMID.TF,8,61,-25.29847976,25.29847976,1.95E-132,1.95E-132,-12.23021541,12.23021541,-0.243198561,-0.177164507,-0.066034054,0.066034054
AFTPH.TF,NA,15,NA,NA,NA,NA,NA,NA,NA,0.045351255,NA,NA
AGA.TF,NA,38,NA,NA,NA,NA,NA,NA,NA,-0.179245026,NA,NA
AGAP1.TF,25,57,-29.69576473,29.69576473,4.56E-168,4.56E-168,-13.80358632,13.80358632,-0.236163048,-0.165461098,-0.07070195,0.07070195
AGAP2.TF,28,61,-33.49552126,33.49552126,9.36E-203,9.36E-203,-15.17983909,15.17983909,-0.248769924,-0.176632442,-0.072137482,0.072137482
AGAP3.TF,26,57,-42.85035303,42.85035303,7.31E-291,7.31E-291,-18.21465923,18.21465923,-0.256408047,-0.154747208,-0.101660839,0.101660839
AGAP4.TF,41,63,-32.37672943,32.37672943,2.94E-190,2.94E-190,-14.69885884,14.69885884,-0.242418804,-0.175218572,-0.067200232,0.067200232
AGAP5.TF,33,62,-38.17811204,38.17811204,1.32E-247,1.32E-247,-16.79323339,16.79323339,-0.25031201,-0.168261333,-0.082050677,0.082050677
AGAP6.TF,38,52,-23.95945229,23.95945229,5.84E-114,5.84E-114,-11.32891818,11.32891818,-0.236800123,-0.18408528,-0.052714843,0.052714843
AGAP9.TF,25,55,-24.7625696,24.7625696,6.19E-123,6.19E-123,-11.77528489,11.77528489,-0.233209028,-0.176926058,-0.05628297,0.05628297
AGBL2.TF,27,49,-18.14342172,18.14342172,1.30E-69,1.30E-69,-8.798546783,8.798546783,-0.238059452,-0.198262036,-0.039797416,0.039797416
AGBL3.TF,34,50,-39.19496985,39.19496985,1.18E-250,1.18E-250,-16.89737658,16.89737658,-0.255977192,-0.160234008,-0.095743184,0.095743184
AGBL4.TF,32,64,-30.58136472,30.58136472,1.09E-175,1.09E-175,-14.11745682,14.11745682,-0.247419935,-0.18460743,-0.062812505,0.062812505
AGBL5.TF,29,58,-34.26881943,34.26881943,1.03E-210,1.03E-210,-15.47838985,15.47838985,-0.23501288,-0.151011323,-0.084001557,0.084001557
AGER.TF,24,52,-37.96429952,37.96429952,1.56E-243,1.56E-243,-16.65322113,16.65322113,-0.255523157,-0.165383764,-0.090139393,0.090139393
AGFG1.TF,3,22,16.96939566,-16.96939566,2.91E-63,2.91E-63,8.374201847,-8.374201847,0.870280547,0.570643219,0.299637328,-0.299637328
AGFG2.TF,33,58,-26.0233363,26.0233363,1.75E-133,1.75E-133,-12.27928641,12.27928641,-0.242455299,-0.188917884,-0.053537415,0.053537415
AGGF1.TF,4,35,83.10820429,-83.10820429,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.032334665,-0.091882363,1.124217029,-1.124217029
AGK.TF,5,56,102.3141916,-102.3141916,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.496184425,-0.182106833,0.678291258,-0.678291258
AGL.TF,27,55,-38.84733649,38.84733649,1.15E-255,1.15E-255,-17.06702318,17.06702318,-0.237444421,-0.13566279,-0.10178163,0.10178163
AGMAT.TF,27,46,-39.63420027,39.63420027,5.82E-255,5.82E-255,-17.04331099,17.04331099,-0.255985063,-0.155040722,-0.100944341,0.100944341
AGO1.TF,12,57,-35.50044931,35.50044931,5.28E-232,5.28E-232,-16.25014592,16.25014592,-0.253956899,-0.170213914,-0.083742985,0.083742985
AGO2.TF,4,53,-27.86858906,27.86858906,1.66E-158,1.66E-158,-13.39954875,13.39954875,-0.25688073,-0.175197952,-0.081682778,0.081682778
AGO3.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.154126484,NA,NA
AGO4.TF,4,64,8.199064344,-8.199064344,2.91E-16,2.91E-16,4.046540236,-4.046540236,-0.117150854,-0.161497716,0.044346862,-0.044346862
AGPAT1.TF,NA,54,NA,NA,NA,NA,NA,NA,NA,-0.175643169,NA,NA
AGPAT2.TF,NA,12,NA,NA,NA,NA,NA,NA,NA,-0.029736868,NA,NA
AGPAT3.TF,NA,33,NA,NA,NA,NA,NA,NA,NA,-0.171076379,NA,NA
AGPAT4.TF,16,56,-47.43817699,47.43817699,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.274425053,-0.172896272,-0.101528782,0.101528782
AGPAT5.TF,6,55,-49.45652532,49.45652532,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280539383,-0.182210675,-0.098328708,0.098328708
AGPS.TF,NA,50,NA,NA,NA,NA,NA,NA,NA,-0.183590047,NA,NA
AGRN.TF,28,51,-25.6287468,25.6287468,2.00E-129,2.00E-129,-12.08791401,12.08791401,-0.247623381,-0.194780118,-0.052843263,0.052843263
AGRP.TF,29,63,-35.1333513,35.1333513,1.11E-219,1.11E-219,-15.80809094,15.80809094,-0.252814628,-0.179406875,-0.073407753,0.073407753
AGTPBP1.TF,5,31,95.60345615,-95.60345615,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.222005404,-0.011122843,1.233128247,-1.233128247
AGTRAP.TF,6,18,2.058190273,-2.058190273,0.039636652,0.039636652,0.877459091,-0.877459091,1.398796346,1.364331396,0.03446495,-0.03446495
AHCTF1.TF,11,57,-38.30619985,38.30619985,2.14E-259,2.14E-259,-17.19234657,17.19234657,-0.26537971,-0.18142013,-0.08395958,0.08395958
AHCY.TF,2,22,48.91994893,-48.91994893,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.80909927,-0.046310423,0.855409692,-0.855409692
AHCYL1.TF,NA,24,NA,NA,NA,NA,NA,NA,NA,-0.167107482,NA,NA
AHCYL2.TF,40,62,-35.32233452,35.32233452,2.59E-216,2.59E-216,-15.68500879,15.68500879,-0.243731502,-0.163169741,-0.080561761,0.080561761
AHDC1.TF,24,59,-34.02188491,34.02188491,4.22E-209,4.22E-209,-15.41837656,15.41837656,-0.249583103,-0.175787218,-0.073795885,0.073795885
AHI1.TF,17,65,62.52966748,-62.52966748,0.00E+00,0.00E+00,18.75968967,-18.75968967,-0.006392612,-0.166481393,0.160088781,-0.160088781
AHNAK.TF,21,80,8.37361995,-8.37361995,7.86E-17,7.86E-17,4.12546538,-4.12546538,1.899839956,1.809100586,0.09073937,-0.09073937
AHR.TF,NA,27,NA,NA,NA,NA,NA,NA,NA,-0.14692467,NA,NA
AHSA1.TF,NA,14,NA,NA,NA,NA,NA,NA,NA,-0.070256815,NA,NA
AIDA.TF,NA,52,NA,NA,NA,NA,NA,NA,NA,-0.088976689,NA,NA
AIF1.TF,29,55,-8.73514972,8.73514972,4.16E-18,4.16E-18,-4.297559701,4.297559701,1.496582211,1.659450968,-0.162868757,0.162868757
AIFM1.TF,NA,57,NA,NA,NA,NA,NA,NA,NA,-0.164898397,NA,NA
AIFM2.TF,32,58,-33.07957749,33.07957749,2.65E-199,2.65E-199,-15.04851882,15.04851882,-0.243582962,-0.17112461,-0.072458351,0.072458351
AIFM3.TF,40,72,-32.13857587,32.13857587,3.19E-189,3.19E-189,-14.65830053,14.65830053,-0.250649787,-0.190546531,-0.060103256,0.060103256
AIG1.TF,2,52,-22.1196334,22.1196334,1.54E-104,1.54E-104,-10.84065339,10.84065339,-0.246983349,-0.154537094,-0.092446255,0.092446255
AIM2.TF,4,58,-6.508391987,6.508391987,8.15E-11,8.15E-11,-3.196311053,3.196311053,-0.206562704,-0.177391706,-0.029170998,0.029170998
AIMP1.TF,5,6,25.07163594,-25.07163594,1.29E-126,1.29E-126,11.95350928,-11.95350928,1.516906654,0.951039028,0.565867625,-0.565867625
AIMP2.TF,NA,49,NA,NA,NA,NA,NA,NA,NA,-0.154146947,NA,NA
AIP.TF,11,16,38.14241745,-38.14241745,2.80E-271,2.80E-271,17.5853903,-17.5853903,1.392869971,0.854899571,0.5379704,-0.5379704
AIRE.TF,26,42,-32.6122615,32.6122615,1.04E-188,1.04E-188,-14.63809425,14.63809425,-0.265476752,-0.193706592,-0.07177016,0.07177016
AJM1.TF,32,50,-33.52388406,33.52388406,1.66E-199,1.66E-199,-15.05625422,15.05625422,-0.256531032,-0.184570075,-0.071960957,0.071960957
AK1.TF,36,42,-26.86148385,26.86148385,3.29E-136,3.29E-136,-12.40623813,12.40623813,-0.251644578,-0.185871366,-0.065773212,0.065773212
AK2.TF,4,11,35.11867687,-35.11867687,1.56E-240,1.56E-240,16.54924905,-16.54924905,1.107216862,0.468056856,0.639160005,-0.639160005
AK3.TF,NA,45,NA,NA,NA,NA,NA,NA,NA,-0.141567118,NA,NA
AK4.TF,33,62,-25.53568504,25.53568504,4.20E-129,4.20E-129,-12.07256062,12.07256062,-0.237723677,-0.186396934,-0.051326743,0.051326743
AK5.TF,39,47,-32.61207444,32.61207444,1.27E-188,1.27E-188,-14.6346634,14.6346634,-0.239809304,-0.155832624,-0.08397668,0.08397668
AK6.TF,3,28,-8.768878157,8.768878157,2.29E-18,2.29E-18,-4.331737516,4.331737516,-0.196944421,-0.148712563,-0.048231858,0.048231858
AK8.TF,33,66,-29.07162797,29.07162797,5.76E-161,5.76E-161,-13.5046204,13.5046204,-0.244781908,-0.18612002,-0.058661888,0.058661888
AK9.TF,32,61,-39.52083854,39.52083854,2.86E-261,2.86E-261,-17.2548796,17.2548796,-0.242266133,-0.148679963,-0.093586171,0.093586171
AKAP1.TF,21,46,-35.7524169,35.7524169,6.17E-221,6.17E-221,-15.85363193,15.85363193,-0.261606051,-0.178871235,-0.082734816,0.082734816
AKAP10.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.160815863,NA,NA
AKAP11.TF,13,47,-32.27569941,32.27569941,1.32E-193,1.32E-193,-14.82927008,14.82927008,-0.243632934,-0.151723601,-0.091909334,0.091909334
AKAP12.TF,24,63,-18.37864216,18.37864216,5.82E-72,5.82E-72,-8.950355926,8.950355926,-0.22773426,-0.188485313,-0.039248947,0.039248947
AKAP13.TF,29,17,-60.4907604,60.4907604,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.817155587,1.648187414,-0.831031827,0.831031827
AKAP17A.TF,NA,60,NA,NA,NA,NA,NA,NA,NA,-0.176778206,NA,NA
AKAP2.TF,28,47,-26.89882499,26.89882499,4.12E-139,4.12E-139,-12.53994965,12.53994965,-0.245952201,-0.183282005,-0.062670196,0.062670196
AKAP3.TF,36,57,-20.64827999,20.64827999,8.41E-88,8.41E-88,-9.914369278,9.914369278,-0.236165522,-0.193058475,-0.043107048,0.043107048
AKAP5.TF,19,49,-35.44044576,35.44044576,5.83E-223,5.83E-223,-15.92689653,15.92689653,-0.249124218,-0.162407378,-0.08671684,0.08671684
AKAP6.TF,29,58,-31.80121742,31.80121742,4.43E-186,4.43E-186,-14.53446925,14.53446925,-0.239739806,-0.166472472,-0.073267334,0.073267334
AKAP7.TF,4,52,3.375194936,-3.375194936,0.000741979,0.000741979,1.588901204,-1.588901204,-0.185105497,-0.200110015,0.015004518,-0.015004518
AKAP8.TF,7,51,-42.74025806,42.74025806,3.25E-300,3.25E-300,-18.50763107,18.50763107,-0.271794057,-0.169649798,-0.10214426,0.10214426
AKAP8L.TF,2,46,59.36996958,-59.36996958,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.883244918,-0.156006041,1.039250959,-1.039250959
AKAP9.TF,6,2,68.03500527,-68.03500527,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.505533726,0.035530768,1.470002958,-1.470002958
AKIP1.TF,NA,49,NA,NA,NA,NA,NA,NA,NA,-0.147428456,NA,NA
AKIRIN1.TF,5,19,78.68449403,-78.68449403,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.083531904,0.02504552,1.058486384,-1.058486384
AKIRIN2.TF,4,12,22.15145034,-22.15145034,2.47E-103,2.47E-103,10.77656973,-10.77656973,1.287472016,0.847326599,0.440145417,-0.440145417
AKNA.TF,4,14,53.55100119,-53.55100119,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.596989747,0.634629705,0.962360042,-0.962360042
AKR1A1.TF,6,24,45.88565476,-45.88565476,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.349287648,0.651808969,0.69747868,-0.69747868
AKR1B1.TF,6,13,17.83287579,-17.83287579,3.20E-69,3.20E-69,8.772958221,-8.772958221,0.998904945,0.754921656,0.243983288,-0.243983288
AKR1C3.TF,18,58,41.03182915,-41.03182915,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.050492051,-0.191463958,0.241956009,-0.241956009
AKR1E2.TF,39,NA,NA,NA,NA,NA,NA,NA,-0.251392153,NA,NA,NA
AKR7A2.TF,5,11,65.81985422,-65.81985422,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.145453624,0.128106836,1.017346788,-1.017346788
AKT1.TF,NA,48,NA,NA,NA,NA,NA,NA,NA,-0.171212794,NA,NA
AKT1S1.TF,3,49,-46.22408251,46.22408251,1.24497088511583e-310,1.24497088511583e-310,-18.82862314,18.82862314,-0.280542752,-0.183568018,-0.096974733,0.096974733
AKT2.TF,2,38,48.41034796,-48.41034796,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.542029032,-0.150217362,0.692246393,-0.692246393
AKT3.TF,27,59,-25.74058056,25.74058056,3.92E-131,3.92E-131,-12.1687893,12.1687893,-0.237625398,-0.180962252,-0.056663146,0.056663146
AKTIP.TF,22,59,-26.32337626,26.32337626,1.81E-137,1.81E-137,-12.46447913,12.46447913,-0.234134656,-0.170907901,-0.063226755,0.063226755
ALAD.TF,21,53,-15.75796237,15.75796237,4.11E-54,4.11E-54,-7.722214519,7.722214519,-0.232782562,-0.197546069,-0.035236492,0.035236492
ALAS1.TF,17,57,-40.89752099,40.89752099,6.28E-281,6.28E-281,-17.89820236,17.89820236,-0.258966836,-0.164738674,-0.094228162,0.094228162
ALCAM.TF,28,55,-27.50147077,27.50147077,9.36E-146,9.36E-146,-12.84083983,12.84083983,-0.250228923,-0.192712859,-0.057516063,0.057516063
